Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A671373,Lola,Return to Owner,Weimaraner Mix,Gray,2009,Altered,Female
A668957,,Transfer,Shih Tzu,Black/White,2010,Intact,Female
A680276,Mj,Adoption,Pit Bull Mix,Chocolate/White,2012,Altered,Female
A664491,,Died,Labrador Retriever Mix,Black,2013,Intact,Male
A754600,,Adoption,Plott Hound Mix,Black/White,2017,Altered,Female
A784987,Emma,Return to Owner,Dachshund Mix,Tan/White,2012,Intact,Female
A726125,Carley,Adoption,Pit Bull Mix,Brown,2015,Altered,Female
A702235,Marley,Return to Owner,Cardigan Welsh Corgi/Beagle,Brown/White,2010,Altered,Female
A714763,Lucy,Transfer,Pit Bull Mix,Fawn/White,2013,Altered,Female
A693300,Tequila,Adoption,Chihuahua Shorthair/Border Terrier,Brown/White,2014,Altered,Female
A786273,Haro,Return to Owner,Australian Cattle Dog Mix,Black/White,2017,Intact,Male
A664991,*Fritz,Adoption,Chihuahua Shorthair Mix,Black/Tan,2005,Altered,Male
A782202,Loretta,Return to Owner,Queensland Heeler,Black/White,2016,Intact,Female
A677140,*Trudy,Adoption,Labrador Retriever Mix,Black,2012,Altered,Female
A700470,Pebbles,Return to Owner,Boxer/Border Collie,Black/White,2013,Intact,Female
A715735,Nico,Transfer,Labrador Retriever,Buff/Tan,2014,Intact,Male
A664996,,Transfer,Australian Cattle Dog Mix,Tricolor,2013,Intact,Female
A683397,Skye,Return to Owner,Alaskan Malamute,Gray/White,2010,Altered,Female
A677851,,Transfer,Pomeranian Mix,Sable,2013,Altered,Male
A676573,Daisy,Return to Owner,Australian Shepherd/Cocker Spaniel,Black/Tan,2013,Altered,Female
A776103,Witten,Return to Owner,Beagle/German Shorthair Pointer,Red Tick,2012,Altered,Female
A702453,Maggie,Adoption,Australian Cattle Dog Mix,White/Brown,2013,Altered,Female
A710164,Bailey,Adoption,Pit Bull Mix,White/Red,2011,Altered,Female
A781482,,Adoption,Pbgv Mix,Tan,2016,Altered,Female
A689532,Oso,Return to Owner,Akita/German Shepherd,White/Black,2004,Altered,Male
A710814,*Sanchez,Adoption,Blue Lacy Mix,Blue/White,2013,Altered,Male
A712447,Mj,Adoption,Chihuahua Shorthair Mix,Tan/White,2011,Altered,Female
A615725,Cookie,Return to Owner,Pit Bull Mix,White,2010,Altered,Female
A729079,Tucker,Adoption,Miniature Schnauzer Mix,Black/Red,2015,Altered,Male
A664663,Ruby,Adoption,Pit Bull Mix,White/Brown,2013,Altered,Female
A758230,,Adoption,Labrador Retriever Mix,Brown/Black,2017,Altered,Female
A742088,*Wonder,Adoption,Pit Bull Mix,Black/White,2016,Altered,Female
A667934,Charlie,Return to Owner,Australian Cattle Dog,White/Red,2012,Altered,Female
A678899,Mishka,Return to Owner,Border Collie/Alaskan Husky,Black/Tan,2013,Intact,Female
A777617,Myla,Return to Owner,Labrador Retriever Mix,Black,2012,Altered,Female
A666568,Willie,Return to Owner,Pit Bull Mix,Black/White,2010,Altered,Female
A758969,,Adoption,German Shepherd Mix,Black,2016,Altered,Male
A573060,Bailey,Adoption,Labrador Retriever/Pug,Red/White,2008,Altered,Female
A766903,Miles,Adoption,Australian Cattle Dog Mix,Tricolor,2017,Altered,Male
A620883,Sadie,Transfer,Labrador Retriever Mix,Black,2010,Altered,Female
A673779,*Ron,Adoption,Anatol Shepherd Mix,Tan/Black,2013,Altered,Male
A728323,,Adoption,Chihuahua Shorthair/Dachshund,Tan/White,2015,Altered,Male
A705824,,Transfer,Pit Bull Mix,White/Chocolate,2015,Intact,Female
A784925,,Transfer,Shih Tzu Mix,Brown,2011,Altered,Female
A760403,Dallas,Adoption,Labrador Retriever Mix,Black,2017,Altered,Male
A686339,Cody,Return to Owner,Boxer Mix,Tan/White,2002,Intact,Male
A721262,Reyna,Adoption,Italian Greyhound Mix,Brown/White,2014,Altered,Female
A764583,Marcie,Return to Owner,Beagle Mix,Black/Tricolor,2010,Altered,Female
A718602,Moe,Return to Owner,Labrador Retriever Mix,Black/White,2006,Altered,Male
A691630,Lucky,Adoption,Miniature Poodle Mix,White,2014,Altered,Male
A670392,Blue,Return to Owner,Pit Bull Mix,Blue/White,2013,Altered,Male
A766219,Bailey,Adoption,Catahoula Mix,Brown Brindle/White,2017,Altered,Male
A704132,Sherman,Return to Owner,Pit Bull/Labrador Retriever,Brown/White,2012,Altered,Male
A779031,Beau,Transfer,German Shepherd,Brown/Black,2017,Intact,Male
A737987,Kapone,Return to Owner,Pit Bull Mix,Tan/White,2015,Intact,Male
A752204,Tootsie,Adoption,Pit Bull Mix,Blue/White,2016,Intact,Female
A736471,Leisel,Return to Owner,Doberman Pinsch,Black/Brown,2015,Intact,Female
A674292,Dallas,Return to Owner,Pit Bull Mix,Red,2013,Altered,Male
A669943,,Adoption,German Shepherd,Black/Tan,2013,Altered,Male
A754963,Tootsie,Transfer,Shih Tzu Mix,Tan/Black,2013,Intact,Female
A746863,,Adoption,Great Dane Mix,Black/White,2017,Altered,Male
A672109,Gallium,Adoption,Pit Bull Mix,Brown Brindle/White,2012,Altered,Male
A668634,Max,Adoption,Anatol Shepherd/Labrador Retriever,Brown Brindle/White,2013,Altered,Male
A760888,Shay,Return to Owner,Rat Terrier,White/Black,2001,Altered,Female
A673070,,Adoption,Dachshund/Chihuahua Shorthair,Black/Tan,2013,Altered,Male
A762898,Panda,Return to Owner,Australian Cattle Dog/Labrador Retriever,Black/Gray,2016,Intact,Female
A722454,Rex,Return to Owner,Chihuahua Shorthair Mix,Tan/Brown,2015,Altered,Male
A733508,Rocky,Return to Owner,Pit Bull Mix,Brown Brindle/White,2016,Altered,Male
A687457,Leo,Return to Owner,Yorkshire Terrier Mix,Black,2013,Altered,Male
A676184,Daisy,Return to Owner,German Shepherd Mix,Brown/Black,2012,Altered,Female
A724479,Rocky,Return to Owner,Chihuahua Shorthair Mix,Tan/White,2013,Intact,Male
A786997,Rocky,Rto-Adopt,Labrador Retriever/German Shepherd,Brown/Black,2017,Altered,Male
A667044,Roxy,Adoption,Golden Retriever Mix,Brown/Tan,2007,Altered,Female
A642126,Lalo,Return to Owner,Border Terrier Mix,Gray/White,2012,Altered,Male
A696956,Beanie,Return to Owner,Dachshund Wirehair Mix,Buff,2012,Altered,Female
A712450,,Adoption,Chihuahua Shorthair Mix,Tan/White,2015,Altered,Male
A726709,,Adoption,Chihuahua Shorthair Mix,Tricolor,2014,Altered,Male
A632333,Charcoal,Transfer,Labrador Retriever Mix,Blue/White,2012,Altered,Male
A726782,,Transfer,Border Terrier Mix,Black,2016,Intact,Male
A779916,,Adoption,Labrador Retriever Mix,White,2018,Altered,Female
A676035,Sasha,Return to Owner,Pit Bull Mix,Brown/White,2012,Altered,Female
A689519,Little Boo,Transfer,Shih Tzu,Black/White,2013,Intact,Female
A684100,*Bosco,Adoption,Chihuahua Shorthair Mix,Black/Brown,2012,Altered,Male
A718062,*,Adoption,Boxer Mix,Brown Brindle/White,2014,Altered,Female
A764468,Max,Adoption,Mastiff Mix,Blue/White,2014,Altered,Male
A699767,Bluebonnet,Transfer,Shih Tzu Mix,White,2015,Intact,Male
A712066,*Oscar,Transfer,Pointer/Blue Lacy,Tricolor,2014,Altered,Male
A783212,,Transfer,Chinese Sharpei Mix,White/Brown,2018,Intact,Female
A744920,,Adoption,Labrador Retriever Mix,Black/Tan,2017,Altered,Male
A718423,Zoe,Return to Owner,Doberman Pinsch Mix,Black/Tan,2015,Altered,Female
A729545,Jane Dog,Return to Owner,Labrador Retriever/Chesa Bay Retr,Black/White,2016,Intact,Female
A742697,Rito,Adoption,Chihuahua Shorthair Mix,Brown/White,2012,Altered,Male
A682552,Ink,Adoption,Toy Poodle Mix,Black,2004,Intact,Female
A776249,Lola,Adoption,Alaskan Husky/Miniature Pinscher,Chocolate/White,2017,Altered,Female
A672485,,Adoption,Rat Terrier Mix,White/Tan,2013,Altered,Male
A691900,Gizmo,Return to Owner,Chihuahua Shorthair Mix,Tricolor,2014,Altered,Male
A748395,,Adoption,Labrador Retriever Mix,Tricolor,2017,Altered,Female
A723152,Maple,Adoption,Bloodhound Mix,Brown Brindle/White,2015,Altered,Female
A538284,Bentley,Return to Owner,Labrador Retriever Mix,Black/Brown,2009,Altered,Male
A533243,Choco,Adoption,Labrador Retriever/Pit Bull,Chocolate,2008,Altered,Male
A663621,*Mandy,Adoption,Border Collie Mix,Chocolate/White,2011,Altered,Female
A664034,*Mallory,Euthanasia,German Shepherd Mix,Tan,2011,Intact,Female
A720424,Scooby,Adoption,Cocker Spaniel/Miniature Poodle,Tan,2011,Altered,Male
A743957,Fin,Adoption,Anatol Shepherd Mix,White/Brown,2016,Altered,Female
A672896,*Joseph,Transfer,Pit Bull Mix,White/Black,2013,Intact,Male
A673066,*Pi,Transfer,German Shepherd Mix,Black/Tan,2010,Intact,Female
A759224,Lola,Adoption,Dachshund Mix,Blue/White,2016,Altered,Female
A783183,,Transfer,Labrador Retriever Mix,Brown,2018,Intact,Female
A675639,Boomer,Adoption,Pit Bull Mix,Tan/White,2012,Altered,Male
A696047,White,Adoption,Collie Smooth Mix,White/Brown,2014,Altered,Female
A684226,Spike,Return to Owner,Dachshund Wirehair Mix,Black/White,2011,Altered,Male
A251402,Amy,Return to Owner,Chihuahua Shorthair Mix,Tan,1999,Altered,Female
A707903,*Louisa,Transfer,Rat Terrier Mix,Black/White,2014,Altered,Female
A704732,*Love Bug,Adoption,Jack Russell Terrier Mix,White/Tan,2014,Altered,Female
A665003,Prof Griffin,Adoption,Chihuahua Shorthair Mix,Tricolor,2012,Altered,Male
A685517,Lucky,Return to Owner,Miniature Poodle Mix,Gray,1999,Intact,Male
A734446,Romeo,Return to Owner,Miniature Poodle Mix,Tan/White,2009,Altered,Male
A646896,Bruiser,Adoption,Jack Russell Terrier Mix,White/Brown,2010,Altered,Male
A705251,Yager,Return to Owner,Labrador Retriever Mix,Black,2005,Altered,Male
A685236,,Adoption,Cairn Terrier Mix,Cream/Tan,2014,Altered,Female
A664995,,Transfer,Australian Cattle Dog Mix,Cream/White,2013,Intact,Male
A719464,Ella,Return to Owner,Australian Shepherd Mix,Brown/Tan,2015,Altered,Female
A721033,Lil Bit,Return to Owner,Rat Terrier Mix,Tricolor/Brown Brindle,2015,Altered,Male
A719751,Tyson,Return to Owner,Bull Terrier Mix,White,2013,Intact,Male
A727306,*Ivy,Transfer,Pit Bull Mix,Black/White,2011,Intact,Female
A705379,Belle,Adoption,Maltese/Miniature Poodle,White,2015,Altered,Female
A782784,Blue,Return to Owner,Staffordshire Mix,Blue/White,2016,Intact,Female
A691441,,Adoption,Cavalier Span Mix,Black/White,2014,Altered,Male
A767903,*Mcduff,Adoption,Boxer Mix,White/Brown Brindle,2015,Altered,Male
A739853,Sheeba,Return to Owner,German Shepherd Mix,Brown,2014,Intact,Female
A753418,Jasper,Return to Owner,Dalmatian,White/Liver,2007,Altered,Male
A662137,Hercules,Adoption,American Bulldog Mix,Brown/White,2013,Altered,Male
A741954,*Patina,Adoption,Pointer Mix,White/Brown,2016,Altered,Female
A737475,Zeus,Adoption,Pit Bull Mix,Brown/White,2015,Altered,Male
A785557,Spicy,Return to Owner,American Pit Bull Terrier Mix,Brown/White,2016,Intact,Male
A772337,*Gracie,Adoption,Beauceron Mix,Black/Brown,2014,Altered,Female
A715126,Sampson,Adoption,Rhod Ridgeback Mix,Brown,2015,Altered,Male
A705775,Oreo,Adoption,Pit Bull Mix,White/Black,2013,Altered,Male
A722020,Alyah,Return to Owner,Yorkshire Terrier Mix,Tricolor,2012,Altered,Female
A670492,Chuey,Return to Owner,Shih Tzu Mix,Cream/White,2008,Altered,Male
A737711,Honey,Return to Owner,German Shepherd/Siberian Husky,Brown,2016,Altered,Female
A744567,Tevin,Rto-Adopt,Pit Bull Mix,Black/White,2016,Altered,Male
A675689,Kimmie,Return to Owner,Boxer/Rhod Ridgeback,Brown,2012,Altered,Female
A774068,,Transfer,Great Dane Mix,Blue/White,2018,Intact,Male
A679087,Bell,Return to Owner,Pit Bull Mix,White,2013,Altered,Female
A763727,,Adoption,Chihuahua Shorthair Mix,Tan/White,2016,Altered,Male
A728155,*Bert,Adoption,Labrador Retriever Mix,Black/White,2013,Altered,Male
A681273,,Euthanasia,Pit Bull Mix,Brown Brindle,2012,Intact,Female
A786402,Rocky,Adoption,Golden Retriever Mix,Tan/White,2018,Altered,Male
A727985,,Transfer,Shiba Inu Mix,Tan,2016,Altered,Female
A713096,Blanca,Adoption,Labrador Retriever Mix,White,2013,Altered,Female
A670655,Brick,Euthanasia,Catahoula Mix,Blue Merle,2010,Altered,Male
A679388,*Arrow,Transfer,Cardigan Welsh Corgi/Cocker Spaniel,Gold/Tan,2013,Intact,Male
A761288,,Transfer,Labrador Retriever Mix,Brown/White,2017,Intact,Female
A740099,*Winston,Transfer,Chihuahua Shorthair Mix,Black/White,2016,Intact,Male
A782605,Toyota,Adoption,Australian Cattle Dog/Staffordshire,White/Tan,2017,Altered,Female
A682306,Outlaw,Return to Owner,American Staffordshire Terrier Mix,Tan,2009,Altered,Male
A738883,Oakley,Adoption,Australian Cattle Dog Mix,Blue Tick/Tan,2016,Altered,Male
A745937,,Died,Miniature Poodle Mix,White,2015,Intact,Female
A768187,*King Pug,Adoption,Boston Terrier Mix,White/Blue,2017,Altered,Male
A753031,Rigby,Adoption,Dachshund Mix,Black/Tan,2016,Altered,Male
A735602,*Newton,Adoption,Border Terrier Mix,Tan/Brown,2015,Altered,Male
A748703,Tyson,Adoption,Labrador Retriever Mix,Black/White,2017,Altered,Male
A739117,*Dusty,Adoption,Pit Bull Mix,Blue,2015,Altered,Male
A687761,Chanel,Return to Owner,Pit Bull Mix,Fawn/White,2013,Intact,Female
A715194,Herdy Gerty,Adoption,Pit Bull Mix,Brown/White,2013,Intact,Female
A733408,Earl,Adoption,Pit Bull Mix,Red/White,2014,Altered,Male
A687362,Hailey,Return to Owner,Miniature Poodle Mix,White/Tan,2013,Altered,Female
A724493,Frisk,Adoption,Dachshund Mix,Black/Tan,2012,Altered,Male
A767524,Charley,Adoption,Australian Cattle Dog Mix,Black/White,2015,Altered,Male
A669021,Jasper,Return to Owner,Catahoula Mix,Red,2013,Altered,Male
A747067,Mia,Return to Owner,Labrador Retriever Mix,Black/White,2016,Altered,Female
A698815,,Adoption,Chihuahua Shorthair/Dachshund,Tan,2015,Altered,Male
A682535,,Transfer,Plott Hound Mix,Brown Brindle/Red Tick,2014,Altered,Male
A785839,Walker,Transfer,Bulldog Mix,Tricolor,2018,Intact,Male
A677045,Bella,Return to Owner,Pit Bull Mix,White/Brown,2013,Altered,Female
A665234,Salsa,Return to Owner,Alaskan Husky Mix,White,2012,Altered,Female
A720586,*Howard,Adoption,Boxer/Staffordshire,Tricolor,2014,Altered,Male
A680867,*Dutch,Adoption,Great Pyrenees/Rottweiler,White/Brown,2011,Altered,Male
A749290,Tony,Adoption,Dachshund Mix,Brown,2005,Intact,Male
A716901,Yoda,Adoption,Jack Russell Terrier/Pug,White/Tan,2014,Altered,Male
A714528,*Marmaduke,Adoption,Rottweiler Mix,Black/White,2013,Altered,Male
A777862,Hank,Adoption,Labrador Retriever Mix,Red/White,2018,Altered,Male
A732456,Bailey,Return to Owner,Rottweiler Mix,Black/Tan,2010,Altered,Female
A777840,*Rebekah,Adoption,Australian Cattle Dog Mix,Brown/White,2016,Altered,Female
A676380,Lola,Return to Owner,Labrador Retriever Mix,Brown,2013,Altered,Female
A691071,Patsy,Adoption,Labrador Retriever Mix,Black,2014,Altered,Female
A549440,Ice,Return to Owner,Dachshund Longhair Mix,Blue Merle/White,2008,Altered,Male
A757479,Cowboy,Return to Owner,Harrier Mix,Tan/White,2014,Intact,Male
A734227,Frankie,Return to Owner,Labrador Retriever Mix,Brown,2015,Altered,Male
A711509,Lucky,Transfer,Shih Tzu,Gray/White,2012,Intact,Male
A785749,Bella,Return to Owner,Chihuahua Shorthair Mix,Black/Tan,2012,Altered,Female
A765452,Willow,Adoption,Whippet Mix,Tan,2017,Altered,Female
A717972,*Buttercup,Transfer,Cairn Terrier Mix,Tan,2014,Intact,Female
A664257,Pippin,Adoption,Podengo Pequeno Mix,Black,2009,Altered,Female
A677474,Dana,Return to Owner,Rottweiler Mix,Black/Brown,2007,Altered,Female
A760076,,Adoption,Standard Poodle Mix,White,2017,Altered,Male
A732017,,Adoption,Labrador Retriever Mix,Buff/Tan,2016,Altered,Female
A782779,*Gwendolyn,Adoption,Great Pyrenees/Labrador Retriever,White,2016,Altered,Female
A734800,Violet,Adoption,Chihuahua Shorthair Mix,Red,2016,Altered,Female
A722859,*Maddie,Adoption,Dachshund/Pomeranian,Red Merle/White,2011,Altered,Female
A772442,Lucy,Adoption,Rhod Ridgeback Mix,Brown,2013,Altered,Female
A769983,*Cheyenne,Transfer,Labrador Retriever Mix,Brown/White,2017,Altered,Female
A738391,Lola,Return to Owner,Great Pyrenees/Plott Hound,White/Brown Brindle,2016,Intact,Female
A718410,Moses,Transfer,American Pit Bull Terrier Mix,White/Brown,2012,Altered,Male
A689792,Talia,Transfer,Black Mouth Cur Mix,Tan,2013,Altered,Female
A698973,Lucy,Adoption,Boston Terrier/Chihuahua Shorthair,Brown Brindle/White,2014,Altered,Female
A691026,Daisy,Adoption,Chihuahua Shorthair/Dachshund,Red,2013,Altered,Female
A753683,,Transfer,Great Pyrenees Mix,White,2017,Intact,Female
A744022,Rozay,Return to Owner,Maltese Mix,White,2013,Intact,Male
A690172,*Autumn,Transfer,Pit Bull Mix,Black/White,2014,Altered,Female
A760685,Kilo,Adoption,Boxer Mix,Brown,2010,Altered,Male
A697431,Lily,Adoption,Maltese,White,2005,Altered,Female
A730433,Mini,Return to Owner,Chihuahua Shorthair Mix,Brown,2015,Altered,Female
A665883,*Betty,Transfer,Chihuahua Shorthair Mix,White/Tan,2012,Intact,Female
A687324,*Hopkins,Transfer,Border Collie/Dalmatian,Black/White,2012,Altered,Male
A682550,Booboo,Return to Owner,Labrador Retriever Mix,Chocolate,2012,Altered,Male
A729623,Kennedy,Transfer,Pit Bull Mix,Blue/White,2015,Intact,Male
A690194,,Transfer,Plott Hound Mix,Black/Brown Brindle,2014,Intact,Female
A764714,Peggy,Adoption,Chihuahua Shorthair Mix,Brown,2003,Altered,Female
A721504,Loki,Adoption,Chihuahua Shorthair Mix,Tan,2013,Altered,Male
A723266,Raven,Adoption,Border Collie Mix,Black/White,2014,Altered,Female
A748249,*Thyme,Adoption,Chihuahua Shorthair Mix,Tricolor,2017,Altered,Male
A761712,,Adoption,Weimaraner Mix,Buff,2017,Altered,Male
A745002,Chewy,Adoption,Labrador Retriever Mix,Tricolor,2015,Altered,Male
A743183,Rocko,Return to Owner,Soft Coated Wheaten Terrier Mix,Sable/Cream,2016,Intact,Male
A730668,*Penelope,Transfer,Chihuahua Shorthair Mix,Tan,2011,Altered,Female
A543793,Tucker,Return to Owner,German Shepherd Mix,Tan,2008,Altered,Male
A664941,Tequila,Adoption,Pit Bull Mix,Red/White,2009,Altered,Female
A745797,*Jenkins,Adoption,Labrador Retriever Mix,White/Yellow,2015,Altered,Male
A743525,*Symphony,Adoption,Pointer Mix,Chocolate/White,2016,Altered,Female
A675009,*Daisy,Adoption,Chihuahua Shorthair/Dachshund,Black/Brown,2009,Altered,Female
A746372,Lily,Return to Owner,Miniature Schnauzer Mix,White/Black,2014,Altered,Female
A610563,Belinda,Transfer,Pit Bull,Blue/White,2009,Altered,Female
A708534,,Transfer,Pit Bull Mix,Brown/White,2015,Intact,Male
A665191,*Ginger,Adoption,Labrador Retriever,Black,2013,Altered,Female
A777764,,Transfer,Chihuahua Shorthair Mix,Black/White,2018,Intact,Female
A727360,Little,Transfer,Dachshund Mix,Black/Tan,2013,Altered,Female
A697854,Monty,Adoption,Beauceron Mix,Black/Tan,2005,Altered,Male
A701239,Trixie,Return to Owner,Patterdale Terr Mix,Black/White,2013,Altered,Female
A779542,Thor,Adoption,Plott Hound Mix,Brown,2018,Altered,Male
A739294,,Adoption,Australian Cattle Dog Mix,Tricolor,2016,Altered,Female
A677379,Splinter,Transfer,Chihuahua Shorthair Mix,Cream,2009,Intact,Male
A778074,*Jenga,Transfer,American Bulldog Mix,White/Brown Brindle,2015,Intact,Female
A380320,Scooby,Euthanasia,Labrador Retriever Mix,Red,2004,Altered,Male
A749379,Faith,Transfer,Labrador Retriever Mix,Black,2017,Intact,Female
A734416,Percy,Transfer,Chihuahua Shorthair Mix,White,2015,Altered,Male
A759383,Bella,Adoption,Pointer/Labrador Retriever,Brown/White,2011,Altered,Female
A682071,*Linus,Transfer,German Shepherd Mix,Tan,2014,Altered,Male
A668937,Maddi,Transfer,Pit Bull/Chinese Sharpei,Blue/White,2011,Altered,Female
A782260,Rocky,Adoption,Pit Bull Mix,Brown/White,2018,Altered,Male
A671451,*Larry,Transfer,Pit Bull Mix,Black/White,2012,Altered,Male
A730951,*Mara,Transfer,Labrador Retriever Mix,Tan/White,2016,Intact,Female
A698737,*Heidi,Adoption,Australian Cattle Dog Mix,Black/Tan,2008,Altered,Female
A694059,Simon,Adoption,Boxer/Staffordshire,Black/White,2009,Altered,Male
A759708,Lilly,Adoption,Chihuahua Longhair Mix,Brown/White,2016,Altered,Female
A710473,*Izzy,Adoption,Catahoula Mix,Brown Brindle,2014,Altered,Female
A745239,*Rowena,Transfer,Bruss Griffon Mix,Tan/Black,2017,Altered,Female
A694904,*Tanner,Adoption,Norfolk Terrier Mix,Tan/White,2014,Altered,Male
A692376,,Transfer,German Shepherd/Labrador Retriever,Black/White,2014,Intact,Female
A688426,Sadie,Return to Owner,Chesa Bay Retr/Labrador Retriever,Brown,2014,Altered,Female
A757448,Hamilton,Return to Owner,Labrador Retriever Mix,Black/White,2016,Altered,Male
A711089,Wesley,Return to Owner,Shih Tzu Mix,Black/White,2010,Altered,Male
A778458,Jackie,Adoption,Dachshund Mix,Brown/White,2018,Altered,Female
A743977,,Adoption,Labrador Retriever Mix,Yellow,2015,Altered,Male
A718014,Lucas,Return to Owner,Rat Terrier Mix,White/Black,2013,Altered,Male
A759638,Merlin,Adoption,Norfolk Terrier Mix,Cream,2017,Altered,Male
