Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A751680,Dexter,Return to Owner,Cavalier Span Mix,Tricolor,2010,Altered,Male
A742519,Rex,Return to Owner,Pit Bull Mix,White/Brown,2016,Intact,Male
A773354,Mulaney,Adoption,Boxer/Plott Hound,Brown Brindle/White,2017,Altered,Female
A701336,,Transfer,Cairn Terrier Mix,Tan/Brown,2013,Intact,Female
A696811,Donna,Return to Owner,Great Pyrenees Mix,White,2014,Altered,Female
A681856,Gordo,Transfer,Chihuahua Shorthair Mix,Black/White,2011,Altered,Male
A736309,Shylo,Adoption,Collie Smooth Mix,White/Black,2015,Intact,Female
A778911,Buddy,Transfer,Cairn Terrier Mix,White/Brown,2015,Intact,Male
A659026,Marly,Return to Owner,Miniature Poodle Mix,White,2010,Altered,Female
A682617,Paisley,Return to Owner,Labrador Retriever Mix,Chocolate/White,2013,Altered,Female
A740022,*Lucy,Adoption,Maltese Mix,White,2015,Altered,Female
A742489,Fiona,Adoption,Pointer Mix,Black/White,2016,Altered,Female
A697202,Athena,Adoption,Pit Bull Mix,Black/White,2014,Altered,Female
A721317,Sophie,Transfer,Pit Bull Mix,Black,2013,Altered,Female
A772846,Bandido,Return to Owner,Labrador Retriever/Chinese Sharpei,Chocolate,2009,Altered,Male
A750821,*Froggy,Adoption,Chihuahua Shorthair Mix,Brown,2016,Altered,Male
A669174,Finnegan,Adoption,Pointer Mix,White/Brown,2008,Altered,Male
A784020,,Euthanasia,Chihuahua Shorthair Mix,Brown,2016,Unknown,Unknown
A727139,Jax,Return to Owner,Boxer Mix,Brown/White,2009,Intact,Male
A699840,Simba,Adoption,Toy Poodle Mix,Cream,2013,Altered,Male
A778438,Ranger,Adoption,Dachshund Mix,Tan,2016,Altered,Male
A666884,*Ralph,Adoption,Chihuahua Shorthair Mix,Tan/White,2011,Altered,Male
A752167,Pippen,Adoption,Labrador Retriever Mix,Black,2016,Altered,Male
A726802,Baby,Return to Owner,Yorkshire Terrier Mix,Black,2015,Altered,Female
A785297,*Bianca,Adoption,Border Collie Mix,Black/White,2017,Altered,Female
A697204,Tyson,Return to Owner,Pit Bull Mix,Tan/White,2009,Intact,Male
A657286,Chako,Euthanasia,Pit Bull Mix,Red/White,2012,Intact,Male
A737992,Odin,Adoption,Pit Bull Mix,Fawn/White,2015,Altered,Male
A670116,Gracie Bear,Adoption,Weimaraner,Silver,2011,Altered,Female
A660999,Dolly,Adoption,Bichon Frise Mix,White,2012,Altered,Female
A688837,*Sterling,Adoption,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Male
A677163,Beau,Return to Owner,Dachshund Wirehair Mix,Black/Brown,2012,Altered,Male
A703294,Zoe,Return to Owner,Pit Bull Mix,Brown Brindle/White,2013,Intact,Female
A575782,Pita,Return to Owner,Labrador Retriever Mix,Tan,2010,Altered,Female
A698488,*Oreo,Adoption,Pit Bull Mix,Black/White,2015,Altered,Male
A749741,*Gertrude,Adoption,Pit Bull Mix,Blue,2016,Altered,Female
A772413,*Iris,Adoption,Border Collie Mix,Brown Brindle/White,2018,Altered,Female
A741163,Midnight,Adoption,Labrador Retriever Mix,Black,2013,Altered,Female
A778092,*Oliver,Adoption,Labrador Retriever,Black,2017,Altered,Male
A700426,*Marco,Euthanasia,Pit Bull Mix,Black/White,2013,Intact,Male
A684118,Max,Transfer,Pit Bull Mix,Tan,2013,Altered,Male
A696970,Rowdy,Adoption,Chihuahua Shorthair Mix,Tan/Black,2014,Altered,Male
A717546,Sancho,Return to Owner,Boxer Mix,Brown Brindle/White,2013,Intact,Male
A673338,*Joplin,Transfer,Labrador Retriever Mix,Chocolate,2010,Altered,Male
A728508,*Hailey,Adoption,Pit Bull Mix,Blue,2015,Altered,Female
A673594,*Denali,Adoption,Australian Cattle Dog Mix,White/Black,2012,Altered,Female
A746870,*Ruby,Adoption,Chihuahua Shorthair Mix,Tan,2015,Altered,Female
A734154,*Bonnie,Adoption,Pit Bull Mix,Blue/White,2014,Altered,Female
A669220,Brownie,Adoption,Boxer/Labrador Retriever,Brown/Black,2012,Altered,Male
A758227,Benny,Adoption,Labrador Retriever Mix,Fawn/White,2017,Altered,Male
A670849,*Stella,Adoption,Harrier Mix,Black/Tan,2012,Altered,Female
A759052,*Fionah,Adoption,Chihuahua Shorthair Mix,Tan/Tan,2016,Altered,Female
A744962,Sunny,Adoption,Australian Cattle Dog Mix,Blue Merle,2016,Altered,Male
A743047,Bella Blu,Transfer,Jack Russell Terrier Mix,Blue/Tan,2016,Intact,Female
A721834,,Euthanasia,Siberian Husky,Brown/White,2014,Intact,Male
A696801,Moose,Adoption,Labrador Retriever Mix,Chocolate/White,2014,Altered,Male
A663803,Zoey,Adoption,Australian Cattle Dog Mix,Blue Merle,2009,Altered,Female
A697166,*Grace,Adoption,Labrador Retriever/Anatol Shepherd,White/Black,2015,Altered,Female
A752736,Amber,Return to Owner,Pit Bull Mix,Brown Brindle,2015,Intact,Female
A784614,Max,Adoption,Cairn Terrier Mix,Brown/Black,2018,Altered,Male
A719487,*Bonnie,Transfer,Labrador Retriever Mix,Black,2015,Intact,Female
A744583,*Emerson,Return to Owner,Pit Bull Mix,Brown Brindle/White,2015,Altered,Male
A717924,Oreo,Return to Owner,Catahoula Mix,Black/White,2015,Altered,Female
A785299,Zoe,Adoption,Maltese Mix,White/Black,2013,Altered,Female
A669640,Sissy,Euthanasia,Australian Kelpie Mix,Brown/White,2013,Intact,Female
A696701,*Pico,Transfer,Chihuahua Shorthair Mix,Black/White,2014,Altered,Male
A776504,*Paws,Adoption,Pit Bull/Labrador Retriever,Black/White,2017,Altered,Male
A668224,Bear,Adoption,Cardigan Welsh Corgi/Beagle,Brown Brindle/White,2010,Altered,Male
A778409,,Adoption,Vizsla,Brown/Brown,2018,Altered,Male
A747660,*Walker,Transfer,Rottweiler Mix,Black/Brown,2015,Intact,Male
A668662,,Adoption,Dachshund/Chihuahua Shorthair,Red,2012,Altered,Male
A780964,Miller,Adoption,Labrador Retriever Mix,Tan/Brown,2009,Altered,Male
A769847,Nina,Adoption,Chihuahua Shorthair Mix,Black/White,2012,Altered,Female
A720802,Diesel,Adoption,Pit Bull Mix,Blue/White,2014,Altered,Male
A753406,,Transfer,Chihuahua Shorthair Mix,White/Tricolor,2017,Intact,Female
A750618,,Adoption,Labrador Retriever Mix,Brown,2016,Altered,Female
A672346,*Hope,Transfer,Pit Bull Mix,Tan/White,2013,Intact,Female
A708270,Debo,Return to Owner,Pit Bull Mix,Tan/White,2012,Intact,Male
A697978,Mira,Adoption,Chihuahua Shorthair Mix,Black/White,2013,Altered,Female
A659468,*Vincent,Adoption,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Male
A783218,,Transfer,Chinese Sharpei Mix,Brown,2018,Intact,Male
A669272,,Adoption,Labrador Retriever/Pit Bull,Brown Brindle/White,2013,Altered,Female
A721249,*Phoebe,Adoption,Australian Cattle Dog Mix,White/Tan,2015,Altered,Female
A449107,Sadie,Return to Owner,Labrador Retriever Mix,Buff/Tan,2006,Altered,Female
A677363,,Adoption,Dutch Shepherd/Mastiff,Brown Brindle/White,2014,Altered,Male
A736291,,Transfer,Chihuahua Shorthair Mix,White/Black,2013,Intact,Female
A688364,Jax,Return to Owner,Pit Bull Mix,Blue/White,2013,Intact,Male
A777753,Kali,Return to Owner,Staffordshire Mix,Black/White,2018,Intact,Male
A709443,Max,Adoption,Chihuahua Shorthair Mix,Tricolor,2014,Altered,Male
A755139,Eliza,Transfer,Cocker Spaniel,White/Tan,2012,Altered,Female
A667549,Mocha,Transfer,Labrador Retriever,Chocolate,2005,Altered,Male
A777358,Lanas,Return to Owner,Toy Poodle Mix,Apricot,2015,Intact,Female
A737615,Sam,Transfer,Lhasa Apso Mix,White/Black,2009,Altered,Male
A723146,Griff,Transfer,Australian Shepherd Mix,Black/White,2013,Altered,Male
A663673,Frosty,Transfer,Great Pyrenees Mix,White,2008,Altered,Male
A667923,Sherlock,Transfer,German Shepherd/Mastiff,Tan/White,2013,Intact,Male
A786540,,Adoption,St. Bernard Rough Coat Mix,Tricolor/Tan,2018,Altered,Female
A719837,Teddy,Adoption,Labrador Retriever Mix,Brown/White,2012,Altered,Male
A781483,,Adoption,Yorkshire Terrier Mix,Tan/Black,2016,Altered,Female
A660074,Hank,Adoption,American Bulldog Mix,White/Tan,2012,Altered,Male
A728221,Harley,Adoption,German Shepherd Mix,Black/White,2016,Altered,Female
A715030,Buster,Return to Owner,Pit Bull Mix,White/Brown,2012,Altered,Male
A677388,*Slate,Transfer,Pit Bull Mix,Blue,2013,Altered,Male
A692760,Bear,Adoption,Anatol Shepherd Mix,Cream,2012,Altered,Male
A777890,Kilo,Return to Owner,Labrador Retriever Mix,White/Brown,2017,Intact,Male
A665582,*Honeybear,Adoption,Border Collie/Doberman Pinsch,Black/Brown,2012,Altered,Female
A690963,*Gunnar,Transfer,Catahoula Mix,Brown Brindle/White,2014,Altered,Male
A694660,Mojo,Return to Owner,Labrador Retriever/Rhod Ridgeback,Black/White,2010,Altered,Male
A750996,Gandolf,Died,German Shepherd,White,2009,Altered,Male
A765973,Chiquita,Return to Owner,Rat Terrier Mix,Black/White,2017,Altered,Female
A696654,*Cosmo,Adoption,Jack Russell Terrier/Rat Terrier,Tricolor,2014,Altered,Male
A720471,Dixie,Transfer,Jack Russell Terrier Mix,White/Black,2015,Altered,Female
A678321,Kaiman,Adoption,German Shepherd/Chinese Sharpei,Blue Merle,2008,Altered,Male
A722951,Madonna,Adoption,Labrador Retriever Mix,Black/White,2015,Altered,Female
A769195,Smokey,Adoption,Staffordshire Mix,White,2016,Altered,Male
A674481,Gracie,Return to Owner,Dachshund Mix,Red Merle/White,2010,Altered,Female
A621164,Gigi,Return to Owner,Beagle Mix,White/Brown,2004,Altered,Female
A707479,*Butters,Transfer,Chihuahua Shorthair,Brown,2012,Altered,Male
A723199,*Laurel,Adoption,Siberian Husky Mix,Black/White,2007,Altered,Female
A778568,,Transfer,German Shepherd Mix,Brown/Black,2018,Intact,Female
A712223,Judas,Return to Owner,Boxer,Brown/White,2012,Altered,Male
A762955,,Transfer,Labrador Retriever Mix,Black/White,2017,Intact,Male
A751760,Hashi,Return to Owner,Pit Bull Mix,Black/White,2017,Intact,Male
A558166,Foxie,Return to Owner,Siberian Husky,Red/White,2005,Altered,Female
A774051,,Transfer,Chihuahua Shorthair Mix,Black/White,2018,Intact,Male
A759489,Porter,Adoption,Labrador Retriever Mix,Black,2016,Altered,Male
A741870,*Sandy,Adoption,Labrador Retriever/Pit Bull,Black/White,2016,Altered,Female
A781739,,Adoption,Chinese Sharpei Mix,Tan,2018,Altered,Male
A761605,,Adoption,German Shepherd Mix,White,2015,Altered,Female
A734525,,Transfer,Labrador Retriever Mix,Black/White,2016,Intact,Male
A695902,*Mickey,Adoption,Labrador Retriever Mix,White,2013,Altered,Male
A782495,Flower,Return to Owner,Chihuahua Shorthair Mix,White/Tan,2013,Altered,Female
A731580,,Transfer,Plott Hound Mix,Black,2016,Intact,Male
A698021,Sophie,Adoption,Chihuahua Shorthair Mix,Tan,2014,Altered,Female
A715419,Brandon,Adoption,Pit Bull Mix,Tan/White,2012,Altered,Male
A662673,*Melody,Adoption,Labrador Retriever Mix,Black/Brown,2013,Altered,Female
A765524,,Transfer,Maltese,White,2016,Altered,Male
A762997,Bailey,Return to Owner,Miniature Schnauzer Mix,Gray/Gray,2011,Intact,Female
A749238,,Adoption,Beagle Mix,Tricolor,2016,Altered,Male
A719672,Bella,Adoption,Pit Bull Mix,Blue,2012,Altered,Female
A684951,,Transfer,Chihuahua Shorthair Mix,Black,2014,Intact,Female
A713385,*Mowgli,Adoption,Chihuahua Shorthair Mix,Black/Tan,2014,Altered,Male
A774584,Princess,Adoption,Chihuahua Shorthair Mix,Tan,2018,Altered,Female
A778577,*Rowdy Joe,Adoption,Chihuahua Shorthair Mix,Yellow/White,2018,Altered,Male
A728201,Tootsie,Return to Owner,Chihuahua Shorthair Mix,Brown/Black,2014,Intact,Female
A709198,*Cooper,Adoption,Chihuahua Shorthair/Pomeranian,White/Brown,2015,Altered,Male
A723252,Grasa,Return to Owner,Cairn Terrier Mix,Tan,2012,Altered,Female
A675030,,Adoption,Cairn Terrier Mix,White,2009,Altered,Male
A623561,Marley,Return to Owner,Pit Bull Mix,Blue/White,2009,Altered,Male
A673571,,Euthanasia,Cardigan Welsh Corgi Mix,Black/White,2012,Intact,Male
A770252,*Bijou,Adoption,Maltese,White,2008,Altered,Female
A737403,*Milo,Adoption,Pit Bull Mix,Black/White,2014,Altered,Male
A715137,Sarah,Adoption,Australian Cattle Dog Mix,Tricolor,2014,Altered,Female
A785860,Ekko,Adoption,Border Collie Mix,Black,2017,Altered,Female
A714610,*Arctic,Transfer,Great Pyrenees Mix,White/Brown,2014,Altered,Male
A747214,Kovu,Return to Owner,German Shepherd,Tan/Black,2016,Intact,Male
A758811,Lady,Return to Owner,Chow Chow Mix,Black Brindle,2014,Altered,Female
A721367,Samson,Return to Owner,Labrador Retriever Mix,Black/White,2011,Altered,Male
A719352,Gabby,Return to Owner,Labrador Retriever/Australian Cattle Dog,Tan/White,2015,Altered,Female
A735742,,Adoption,German Shepherd Mix,Black/Tan,2016,Altered,Female
A679555,Coco,Adoption,Boston Terrier Mix,White,2013,Altered,Female
A766556,*Willie,Adoption,Jack Russell Terrier Mix,Tan/White,2016,Altered,Male
A781467,Bear,Return to Owner,German Shepherd Mix,White,2016,Altered,Male
A761880,,Transfer,Australian Kelpie Mix,Black/Brown,2017,Intact,Female
A697567,*Wilbur,Adoption,Pit Bull Mix,Tricolor,2011,Altered,Male
A720072,Pandora,Return to Owner,Mastiff Mix,Brown Brindle,2011,Altered,Female
A737988,Bella,Return to Owner,German Shepherd,Black/Brown,2014,Altered,Female
A729811,*Jelly,Transfer,Pit Bull Mix,Brown/White,2013,Intact,Female
A678736,,Transfer,Chihuahua Shorthair/Jack Russell Terrier,White/Black,2014,Intact,Male
A735884,Sunny,Adoption,German Shepherd Mix,Black/Tan,2015,Altered,Male
A683654,,Euthanasia,Pit Bull Mix,Brown Brindle/White,2013,Altered,Male
A732478,Cowboy,Return to Owner,Anatol Shepherd,Brown/White,2012,Intact,Male
A671103,Brian,Adoption,Chesa Bay Retr Mix,Brown,2012,Altered,Male
A739025,Hercules,Adoption,Chihuahua Longhair Mix,Black/Brown,2015,Altered,Male
A733507,Tinsle,Transfer,Border Collie Mix,Black/White,2014,Altered,Female
A721429,Princessa,Euthanasia,Labrador Retriever Mix,Red/White,2014,Intact,Female
A739051,Wanda,Return to Owner,Labrador Retriever Mix,Gold,2014,Altered,Female
A758844,,Euthanasia,Great Pyrenees Mix,Tan/Brown,2017,Intact,Female
A690344,*Grover,Adoption,Blue Lacy Mix,Blue/White,2013,Altered,Male
A698195,Axel,Adoption,Labrador Retriever Mix,Brown/White,2015,Altered,Male
A695946,Sister,Adoption,Pit Bull Mix,Black/White,2014,Altered,Female
A718654,Goliath,Adoption,Pit Bull Mix,Tan/White,2013,Altered,Male
A716264,*Esther,Transfer,Labrador Retriever/Border Collie,Black/White,2007,Altered,Female
A590780,Duke,Return to Owner,German Shepherd/Alaskan Husky,Black/Tricolor,2007,Altered,Male
A781340,Louis,Adoption,Pit Bull Mix,White/Black,2018,Intact,Male
A706536,Butch,Return to Owner,English Bulldog,Tan/White,2010,Altered,Male
A701258,Butters,Adoption,Beagle/Pug,Brown/White,2014,Altered,Male
A710913,,Adoption,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Female
A664151,Mantequilla,Adoption,Chihuahua Shorthair,Red,2008,Altered,Male
A697851,Maxy,Adoption,German Shepherd/Labrador Retriever,Tan/Black,2005,Altered,Female
A666018,Harper,Return to Owner,American Bulldog/Pointer,White/Red,2011,Altered,Male
A741953,*Marian,Transfer,American Pit Bull Terrier Mix,White/Brown,2012,Intact,Female
A721378,*Jax,Adoption,Border Collie/Labrador Retriever,Black,2010,Altered,Male
A618757,Penelope,Return to Owner,Boxer/Staffordshire,Tan/White,2009,Altered,Female
A773387,Francie,Adoption,Miniature Pinscher Mix,Brown,2011,Altered,Female
A753338,Skyy,Transfer,Pit Bull Mix,Black/White,2014,Altered,Female
A779323,Linda,Return to Owner,Shih Tzu Mix,Black/White,2014,Intact,Female
A593827,Momo,Return to Owner,Labrador Retriever/Pointer,Black/White,2010,Altered,Female
A750683,Lily,Return to Owner,Chihuahua Shorthair Mix,White/Tan,2016,Altered,Female
A694782,Sinch,Return to Owner,Australian Shepherd Mix,Blue Merle/Tan,2012,Altered,Male
A741268,Mystique,Adoption,Pit Bull Mix,White/Blue,2016,Altered,Female
A726114,Mia,Transfer,Maltese Mix,Gold,2014,Intact,Female
A678236,Pequena,Died,Chihuahua Shorthair Mix,Brown/Black,2009,Altered,Female
A781903,Ziegen Bock,Adoption,Labrador Retriever Mix,Black/White,2016,Altered,Male
A726074,Zoey,Transfer,Rhod Ridgeback Mix,Red/White,2008,Altered,Female
A689624,*Frank,Euthanasia,Pit Bull Mix,White/Blue,2011,Altered,Male
A665869,Smokey,Adoption,Border Terrier/Yorkshire Terrier,Brown,2012,Altered,Male
A682723,Pepper,Adoption,Chihuahua Shorthair Mix,Brown Brindle/White,2012,Altered,Female
A693863,Tommy,Adoption,Labrador Retriever Mix,Black,2014,Altered,Male
A745795,,Transfer,Standard Schnauzer Mix,Black/Tan,2016,Altered,Male
A732906,Blue,Return to Owner,Siberian Husky Mix,Black/White,2015,Intact,Male
A740442,Bear,Return to Owner,German Shepherd Mix,Black/Brown,2008,Altered,Male
A768350,Jackie,Adoption,Labrador Retriever Mix,Black/White,2018,Altered,Male
A528982,Copper,Transfer,Dachshund Mix,Brown,2007,Altered,Female
A747083,,Adoption,Chihuahua Shorthair Mix,Tricolor,2016,Altered,Female
A586581,Diamond,Transfer,Pit Bull Mix,Black/White,2008,Altered,Female
A673354,Simba,Adoption,Chihuahua Shorthair/Dachshund,Tan/White,2013,Altered,Male
A761042,Max,Adoption,Labrador Retriever Mix,White/Black,2015,Altered,Male
A657392,Quatemok,Return to Owner,Rottweiler Mix,Black/Tan,2012,Altered,Male
A765382,*Jellyfish,Adoption,Miniature Schnauzer Mix,Gray/Brown,2016,Altered,Male
A727158,Hope,Transfer,Pit Bull Mix,White/Black,2014,Intact,Female
A725110,Chula,Adoption,Chihuahua Shorthair Mix,Tan/Black,2009,Altered,Female
A773519,Dog,Return to Owner,Pit Bull Mix,White,2016,Altered,Male
A728338,Olivia,Adoption,Chihuahua Shorthair Mix,Tan/White,2014,Altered,Female
A687822,Ringo,Return to Owner,German Shepherd Mix,Brown/Tan,2012,Altered,Male
A645009,Mercy,Adoption,American Bulldog Mix,White,2011,Altered,Female
A764273,Bentley,Adoption,Collie Smooth Mix,White/Black,2017,Altered,Male
A753120,Romeo,Adoption,German Shepherd Mix,Brown/Black,2016,Altered,Male
A671472,Bebie,Return to Owner,Chihuahua Shorthair/Pug,Tan/White,2011,Intact,Male
A761099,*Springer,Transfer,Basset Hound Mix,Black/White,2017,Altered,Male
A558566,Honey,Euthanasia,German Shepherd Mix,Tan/Black,2009,Altered,Female
A669245,Bo,Return to Owner,Boxer Mix,Black/White,2012,Altered,Female
A487013,Mystical,Return to Owner,Boxer/Pit Bull,White/Black,2004,Altered,Male
A740988,Billie Piper,Transfer,Bull Terrier,Brown/White,2013,Intact,Female
A717515,Coco,Return to Owner,Pekingese/Jack Russell Terrier,Tan/White,2013,Altered,Female
A583951,Tex,Return to Owner,Labrador Retriever/Pit Bull,White/Brown,2010,Altered,Male
A746950,Luna,Adoption,Dachshund Wirehair Mix,Black,2016,Altered,Female
A712944,Blue,Transfer,Rottweiler Mix,Brown,2015,Altered,Male
A720873,,Adoption,Labrador Retriever Mix,White/Tan,2015,Altered,Female
A767522,,Transfer,Plott Hound Mix,Black/White,2018,Intact,Female
A645229,Rocko,Return to Owner,German Shepherd Mix,Brown/Black,2011,Altered,Male
A703649,*Kismet,Adoption,Pit Bull Mix,White/Brown,2012,Altered,Female
A779187,Duke,Transfer,Great Dane Mix,Brown/Tricolor,2011,Intact,Male
A742911,Jax,Return to Owner,Chihuahua Shorthair Mix,Brown/Tan,2016,Intact,Male
A700313,Nena,Return to Owner,German Shepherd Mix,Black/Brown,2013,Intact,Female
A721373,Munster,Adoption,Rat Terrier Mix,Tricolor,2015,Altered,Male
A663023,Cinnamon,Transfer,Lhasa Apso/Cocker Spaniel,Tan/White,2006,Altered,Female
A687360,Nila,Adoption,Pit Bull Mix,Brown/White,2013,Altered,Female
A730448,Fifi,Return to Owner,Labrador Retriever Mix,Tan/White,2008,Altered,Female
A775661,*Timmy,Adoption,Chihuahua Shorthair/Yorkshire Terrier,Tan,2018,Altered,Male
A751678,Canela,Transfer,Chihuahua Shorthair Mix,Cream,2017,Altered,Female
A742912,,Adoption,Australian Kelpie Mix,Black/Brown,2016,Altered,Female
A761906,Romie,Return to Owner,Chihuahua Longhair Mix,Red,2007,Altered,Male
A768562,Nora,Adoption,Australian Kelpie Mix,Chocolate/White,2017,Altered,Female
A746890,,Transfer,Black/Tan Hound Mix,Black/Tan,2017,Unknown,Unknown
A604955,Pollydoodle,Return to Owner,American Staffordshire Terrier Mix,Brown Brindle/White,2010,Altered,Female
A711892,Fluffy Varge,Return to Owner,Shih Tzu Mix,White/Black,2006,Intact,Female
A236259,Captain,Return to Owner,Smooth Fox Terrier Mix,Black/Tricolor,2001,Altered,Male
A738160,Juno,Adoption,Pit Bull Mix,Blue/White,2016,Altered,Female
A752391,,Transfer,Australian Cattle Dog Mix,White/Blue Merle,2017,Intact,Male
A754087,*Frosty,Transfer,Catahoula Mix,White/Brown,2016,Altered,Male
A738471,Samantha,Return to Owner,Pit Bull Mix,Tan/White,2013,Altered,Female
A779195,Bond,Transfer,Anatol Shepherd Mix,Tan/White,2018,Intact,Male
A765513,Nerra,Adoption,Pit Bull Mix,Black/White,2017,Altered,Female
A757038,Kanelo,Adoption,Chihuahua Shorthair Mix,Tan/White,2017,Altered,Male
A727202,Rygel,Return to Owner,Labrador Retriever Mix,Brown Brindle,2014,Altered,Male
A715829,Coco,Return to Owner,Golden Retriever Mix,Red/White,2015,Altered,Male
A702869,*Wyatt,Transfer,German Shepherd,Black/Tan,2014,Intact,Male
A744983,*Cruz,Transfer,Pit Bull Mix,Brown/White,2015,Altered,Male
A756201,,Adoption,Pit Bull Mix,Brown Brindle,2015,Altered,Male
A720101,*Louie,Adoption,Field Spaniel/Cocker Spaniel,Tan/White,2014,Altered,Male
A702298,Ronnie,Return to Owner,Pit Bull Mix,Fawn/White,2014,Altered,Male
A742921,*Katie,Adoption,Labrador Retriever Mix,Black/White,2016,Altered,Female
A757625,123,Transfer,Pit Bull Mix,Red Tick,2012,Intact,Male
A601172,Roxanne,Return to Owner,Rottweiler,Black/Tan,2006,Intact,Female
A707434,Choni,Return to Owner,Chihuahua Shorthair Mix,Tan,2013,Intact,Male
A702450,Jamie,Return to Owner,Black Mouth Cur Mix,Tan/White,2014,Altered,Female
A722285,*Sondra,Adoption,Australian Cattle Dog Mix,Brown,2015,Altered,Female
A699773,,Transfer,Australian Shepherd/Anatol Shepherd,Blue Merle,2015,Intact,Male
A740781,Teddy,Return to Owner,Miniature Poodle Mix,Black,2014,Altered,Male
A665231,,Transfer,Australian Kelpie Mix,Tricolor,2013,Intact,Male
A686825,Sunshine,Adoption,Labrador Retriever Mix,Yellow,2013,Altered,Female
A726075,Henry,Return to Owner,Labrador Retriever,Chocolate,2008,Altered,Male
A702481,Winnie,Return to Owner,Australian Shepherd Mix,Brown/White,2012,Altered,Female
A726375,Po,Return to Owner,Australian Cattle Dog,Black/White,2016,Altered,Male
A719014,,Adoption,Australian Cattle Dog Mix,Brown Brindle/White,2015,Altered,Female
A719691,Tarzan,Return to Owner,Collie Rough Mix,Black/Brown,2009,Altered,Male
A690692,,Transfer,German Shepherd Mix,Sable,2013,Altered,Male
A672691,Jeeves,Adoption,Labrador Retriever Mix,Tan,2012,Altered,Male
A741211,Dodger,Transfer,Anatol Shepherd Mix,Tan/Black,2013,Altered,Male
A664941,Tequila,Adoption,Pit Bull Mix,Red/White,2009,Altered,Female
A771621,,Transfer,Australian Kelpie Mix,Brown Brindle/White,2017,Intact,Female
A682872,Blackie,Return to Owner,Rat Terrier Mix,Black/White,2012,Altered,Male
A703309,*Burt,Return to Owner,Chihuahua Shorthair Mix,Brown,2013,Altered,Male
A737884,Soonah,Adoption,Labrador Retriever Mix,Brown,2016,Altered,Female
A669659,Frank,Return to Owner,Pit Bull Mix,Brown/White,2009,Intact,Male
A782819,,Transfer,Boxer Mix,Brown,2018,Intact,Female
A762689,Mokai,Adoption,Boxer/Pit Bull,Tan/White,2017,Altered,Male
A728410,*Tulip,Adoption,Pit Bull Mix,Tan/White,2014,Altered,Female
A721969,*Magdalena,Adoption,Staffordshire Mix,Blue/White,2014,Altered,Female
A744371,Akila,Adoption,Anatol Shepherd Mix,Tan/Black,2016,Altered,Female
A786586,Princess,Return to Owner,Labrador Retriever Mix,Black/White,2017,Intact,Female
A786478,*Trudy,Adoption,German Shepherd,Black/Tan,2018,Altered,Female
A668615,Cassiel,Adoption,Dachshund Mix,White/Red,2013,Altered,Male
A685798,Mama'S,Return to Owner,Pit Bull Mix,Brown Brindle/White,2010,Altered,Female
A752892,*Maggie,Adoption,Pit Bull Mix,White/Black,2017,Altered,Female
A700607,,Adoption,Black Mouth Cur Mix,Brown/White,2015,Altered,Male
A748791,Rocco,Return to Owner,Boxer Mix,Brown/White,2016,Intact,Male
A737884,Soonah,Adoption,Labrador Retriever Mix,Brown,2016,Altered,Female
A758202,252,Transfer,Pug Mix,Tan,2016,Altered,Male
A752674,Muneca,Return to Owner,St. Bernard Rough Coat Mix,Tan/White,2017,Altered,Female
A594102,Scarlett,Return to Owner,Staffordshire Mix,Brown/White,2010,Altered,Female
A707649,,Euthanasia,Shetland Sheepdog Mix,Brown,2005,Intact,Male
A678852,Lucy,Return to Owner,Great Pyrenees Mix,Tan/Gray,1998,Altered,Female
A754228,,Adoption,Queensland Heeler Mix,Red/White,2017,Altered,Male
A702757,Mellow,Return to Owner,Catahoula Mix,Blue Merle/White,2013,Altered,Female
A675046,Maxwell,Return to Owner,Border Collie Mix,Black/White,2003,Altered,Male
A723558,Alda,Return to Owner,Pit Bull Mix,Brown Brindle/White,2015,Altered,Female
A668756,,Adoption,Beagle/Chihuahua Shorthair,White/Brown,2013,Altered,Female
A760587,Joyce Byers,Adoption,Chihuahua Shorthair Mix,Black/Black,2017,Altered,Female
A660920,Lucas,Return to Owner,Labrador Retriever,Chocolate,2012,Intact,Male
A730501,Kona,Return to Owner,Pit Bull Mix,Brown Brindle,2014,Intact,Female
A666615,Jay Jay,Adoption,Chihuahua Shorthair Mix,Tan/White,2007,Altered,Male
A684504,*Kisa,Adoption,Pug Mix,Tan,2013,Altered,Female
A724647,Mickee,Return to Owner,Cairn Terrier/Miniature Poodle,White/Tan,2014,Altered,Female
A719795,*Katinka,Transfer,German Shepherd Mix,Black/Tan,2014,Altered,Female
A702774,Mj,Return to Owner,Chihuahua Shorthair Mix,Black,2013,Altered,Male
A733262,Cheech,Adoption,Chihuahua Shorthair Mix,Tan,2011,Altered,Male
A717725,Skip,Adoption,German Shepherd Mix,Black,2009,Altered,Male
A681988,*Mikey,Died,Chihuahua Shorthair Mix,Brown/Black,2014,Intact,Male
A706231,Diamond,Adoption,Chihuahua Shorthair Mix,Black,2014,Altered,Female
A777353,Eli,Adoption,Australian Cattle Dog Mix,Black/White,2016,Altered,Male
A777679,Rocco,Adoption,Chihuahua Shorthair Mix,Brown/White,2018,Altered,Male
A743422,Luly,Transfer,German Shepherd Mix,Yellow,2015,Intact,Female
